srcStateName,City name,srcYear,srcMonth,Mean estimate of current perception for Household's Inflation Expectations,Mean standard error of current perception for Household's Inflation Expectations,Median estimate of current perception for Household's Inflation Expectations,Median standard error of current perception for Household's Inflation Expectations,Standard deviation of current perception for Household's Inflation Expectations,YearCode,Year,MonthCode,Month
Karnataka,Bengaluru,2017,Sep-2017,4.4,,4.3,,1.8,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Maharashtra,Mumbai,2017,Sep-2017,6.8,,6.6,,3,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Kerala,Thiruvananthapuram,2017,Sep-2017,7.7,,6.6,,3.6,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Rajasthan,Jaipur,2017,Sep-2017,6.7,,5.9,,2,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Chhattisgarh,Raipur,2017,Sep-2017,6,,5.5,,3.1,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Uttar Pradesh,Lucknow,2017,Sep-2017,7.5,,5.8,,4.7,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Madhya Pradesh,Bhopal,2017,Sep-2017,7.9,,6.5,,4.3,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
West Bengal,Kolkata,2017,Sep-2017,9.4,,8.3,,4.3,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Dehli,Delhi,2017,Sep-2017,6.8,,6.1,,3.1,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Telangana,Hyderabad,2017,Sep-2017,5.8,,5.7,,0.7,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Bihar,Patna,2017,Sep-2017,6.4,,6.2,,2,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Assam,Guwahati,2017,Sep-2017,13.4,,16,,4.1,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Maharashtra,Nagpur,2017,Sep-2017,7.4,,6,,3.9,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
Odisha,Bhubaneswar,2018,Sep-2018,7.6,0.8,6.4,1.18,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Rajasthan,Jaipur,2018,Sep-2018,6.7,0.28,6.2,0.4,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Maharashtra,Mumbai,2018,Sep-2018,11.7,0.38,12.1,1.45,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Chhattisgarh,Raipur,2018,Sep-2018,6.7,0.68,5.8,0.51,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Telangana,Hyderabad,2018,Sep-2018,9.4,0.38,8.4,0.83,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Madhya Pradesh,Bhopal,2018,Sep-2018,7.5,0.57,6.9,0.79,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Jharkhand,Ranchi,2018,Sep-2018,7.5,0.86,6.5,1.12,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Assam,Guwahati,2018,Sep-2018,10.1,1,10.3,0.73,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Bihar,Patna,2018,Sep-2018,7.4,0.38,6.7,0.58,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
West Bengal,Kolkata,2018,Sep-2018,10.7,0.42,10.4,0.27,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Dehli,Delhi,2018,Sep-2018,9.7,0.27,9.2,0.54,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Gujarat,Ahmedabad,2018,Sep-2018,9.9,0.38,9.6,0.64,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Karnataka,Bengaluru,2018,Sep-2018,5.7,0.28,4.7,0.29,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Tamil Nadu,Chennai,2018,Sep-2018,9,0.5,8.1,0.7,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Maharashtra,Nagpur,2018,Sep-2018,8.8,0.46,8,0.74,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Uttar Pradesh,Lucknow,2018,Sep-2018,8.1,0.64,7.6,0.63,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Kerala,Thiruvananthapuram,2018,Sep-2018,7.6,0.8,6.5,1.29,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Chandigarh,Chandigarh,2018,Sep-2018,9.4,0.71,9.1,0.59,,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Bihar,Patna,2019,Sep-2019,6.5,0.28,6,0.19,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Odisha,Bhubaneswar,2019,Sep-2019,6.3,0.47,5.5,0.2,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Jharkhand,Ranchi,2019,Sep-2019,6.2,0.38,5.6,0.19,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Telangana,Hyderabad,2019,Sep-2019,9.2,0.76,8.6,1.52,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Madhya Pradesh,Bhopal,2019,Sep-2019,8.1,0.63,6.7,0.98,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Tamil Nadu,Chennai,2019,Sep-2019,11.8,0.45,11.6,1.07,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Kerala,Thiruvananthapuram,2019,Sep-2019,6.1,0.47,5.3,0.29,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Uttar Pradesh,Lucknow,2019,Sep-2019,9,0.73,8.6,1.42,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Assam,Guwahati,2019,Sep-2019,5.8,1.05,5.2,0.98,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Dehli,Delhi,2019,Sep-2019,7.4,0.29,6.1,0.3,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Gujarat,Ahmedabad,2019,Sep-2019,9.5,0.42,8.8,0.95,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Rajasthan,Jaipur,2019,Sep-2019,7.1,0.27,6.7,0.47,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Karnataka,Bengaluru,2019,Sep-2019,7,0.34,5.8,0.14,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Maharashtra,Nagpur,2019,Sep-2019,8.7,0.62,7.8,0.81,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Chandigarh,Chandigarh,2019,Sep-2019,8.2,0.5,8.2,0.72,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Chhattisgarh,Raipur,2019,Sep-2019,8.1,0.54,7.1,1.12,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Maharashtra,Mumbai,2019,Sep-2019,7.6,0.24,6.8,0.35,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
West Bengal,Kolkata,2019,Sep-2019,9.2,0.24,8.7,0.47,,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Jharkhand,Ranchi,2020,Sep-2020,7.6,0.35,7.3,0.42,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Maharashtra,Nagpur,2020,Sep-2020,9.8,0.51,8.8,0.61,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Kerala,Thiruvananthapuram,2020,Sep-2020,6.5,0.59,5.2,0.53,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Telangana,Hyderabad,2020,Sep-2020,11.8,0.4,13.4,1.91,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Madhya Pradesh,Bhopal,2020,Sep-2020,8.8,0.57,7.7,1.2,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Rajasthan,Jaipur,2021,Sep-2021,9.2,0.29,9.3,0.34,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Gujarat,Ahmedabad,2021,Sep-2021,11.2,0.63,10.7,1.31,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Odisha,Bhubaneswar,2020,Sep-2020,9.9,0.93,10.2,2.07,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Maharashtra,Mumbai,2020,Sep-2020,9.9,0.24,8.8,0.23,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Tamil Nadu,Chennai,2020,Sep-2020,9.5,0.39,9.5,0.79,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Gujarat,Ahmedabad,2020,Sep-2020,10.1,0.3,10.1,0.32,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Rajasthan,Jaipur,2020,Sep-2020,9.5,0.55,9.6,0.98,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Karnataka,Bengaluru,2020,Sep-2020,9.2,0.28,9.5,0.7,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Assam,Guwahati,2020,Sep-2020,11.7,0.85,11.6,2.54,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Dehli,Delhi,2020,Sep-2020,9,0.22,8.3,0.34,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Uttar Pradesh,Lucknow,2020,Sep-2020,10,0.6,10,0.66,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Bihar,Patna,2020,Sep-2020,8.1,0.54,7.1,0.74,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
West Bengal,Kolkata,2020,Sep-2020,11.8,0.3,11.8,1.54,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Chandigarh,Chandigarh,2020,Sep-2020,10.1,0.61,10.4,0.53,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Chhattisgarh,Raipur,2020,Sep-2020,8.4,0.58,7.7,0.76,,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
Uttar Pradesh,Lucknow,2021,Sep-2021,10.7,0.53,9.8,0.75,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Odisha,Bhubaneswar,2021,Sep-2021,9.5,0.57,9,1.28,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Tamil Nadu,Chennai,2021,Sep-2021,10.5,0.39,10.4,0.13,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Telangana,Hyderabad,2021,Sep-2021,11.3,0.52,11,1.08,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Maharashtra,Mumbai,2021,Sep-2021,10.9,0.34,10.2,0.37,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Karnataka,Bengaluru,2021,Sep-2021,10,0.32,10,0.5,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Jharkhand,Ranchi,2021,Sep-2021,8.2,0.29,8.1,0.37,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
West Bengal,Kolkata,2021,Sep-2021,10.4,0.29,10,0.27,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Bihar,Patna,2021,Sep-2021,9.6,0.61,8.9,0.61,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Chandigarh,Chandigarh,2021,Sep-2021,9.4,0.63,9,0.89,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Madhya Pradesh,Bhopal,2021,Sep-2021,8.8,0.66,8.3,1.68,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Maharashtra,Nagpur,2021,Sep-2021,9,0.53,7.8,0.92,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Jammu and Kashmir,Jammu,2021,Sep-2021,11.4,0.7,11,0.93,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Assam,Guwahati,2021,Sep-2021,8.5,0.58,7.7,0.59,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Chhattisgarh,Raipur,2021,Sep-2021,7.1,0.37,6.8,0.25,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Dehli,Delhi,2021,Sep-2021,10.8,0.23,10.4,0.1,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Kerala,Thiruvananthapuram,2021,Sep-2021,6,0.53,5.2,0.35,,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
West Bengal,Kolkata,2022,Sep-2022,10.5,0.28,10.2,0.24,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Dehli,Delhi,2022,Sep-2022,11.1,0.25,10.5,0.11,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Chandigarh,Chandigarh,2022,Sep-2022,12,0.58,12.4,2.27,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Uttar Pradesh,Lucknow,2022,Sep-2022,10.2,0.49,9.8,0.62,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Assam,Guwahati,2022,Sep-2022,7.3,0.43,7,0.52,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Maharashtra,Nagpur,2022,Sep-2022,10.3,0.55,9.8,0.66,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Karnataka,Bengaluru,2022,Sep-2022,10.3,0.33,10.4,0.13,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Maharashtra,Mumbai,2022,Sep-2022,10.8,0.2,10.1,0.24,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Bihar,Patna,2022,Sep-2022,9,0.64,8.5,0.7,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Chhattisgarh,Raipur,2022,Sep-2022,7.2,0.65,6.6,0.92,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Madhya Pradesh,Bhopal,2022,Sep-2022,9.1,0.82,8.2,1.68,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Kerala,Thiruvananthapuram,2022,Sep-2022,6.6,0.51,5.5,0.37,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Jammu and Kashmir,Jammu,2022,Sep-2022,11.8,0.69,11.4,1.42,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Telangana,Hyderabad,2022,Sep-2022,10.6,0.51,10.3,0.32,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Jharkhand,Ranchi,2022,Sep-2022,8.1,0.57,7.4,0.49,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Rajasthan,Jaipur,2022,Sep-2022,8.7,0.51,8.2,0.53,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Odisha,Bhubaneswar,2022,Sep-2022,8.7,0.55,8.7,1.48,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Tamil Nadu,Chennai,2022,Sep-2022,10.3,0.38,10.3,0.32,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Gujarat,Ahmedabad,2022,Sep-2022,11.2,0.52,10.5,0.55,,2022,"Calendar Year (Jan - Dec), 2022",202209,"September, 2022"
Maharashtra,Nagpur,2023,Sep-2023,9.4,0.51,8.6,0.72,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Karnataka,Bengaluru,2023,Sep-2023,7.6,0.26,6.1,0.33,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Uttar Pradesh,Lucknow,2023,Sep-2023,9.3,0.4,8.9,0.94,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Assam,Guwahati,2023,Sep-2023,8.0,0.65,7.4,0.81,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Bihar,Patna,2023,Sep-2023,7.5,0.51,7.3,0.47,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Maharashtra,Mumbai,2023,Sep-2023,9.2,0.2,8.6,0.13,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Jammu and Kashmir,Jammu,2023,Sep-2023,9.9,1.01,9.7,0.99,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Rajasthan,Jaipur,2023,Sep-2023,8.4,0.46,8.2,0.43,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Gujarat,Ahmedabad,2023,Sep-2023,8.0,0.24,7.5,0.2,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Madhya Pradesh,Bhopal,2023,Sep-2023,6.5,0.49,5.6,0.14,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Odisha,Bhubaneswar,2023,Sep-2023,8.6,1.3,7.4,1.75,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Delhi,Delhi,2023,Sep-2023,9.9,0.22,9.9,0.37,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Chandigarh,Chandigarh,2023,Sep-2023,11.2,0.69,10.9,0.86,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Kerala,Thiruvananthapuram,2023,Sep-2023,6.6,0.59,5.6,0.18,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
West Bengal,Kolkata,2023,Sep-2023,10.5,0.28,10.3,0.16,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Tamil Nadu,Chennai,2023,Sep-2023,8.5,0.26,7.8,0.67,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Telangana,Hyderabad,2023,Sep-2023,8.4,0.35,7.9,0.4,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Chhattisgarh,Raipur,2023,Sep-2023,9.4,0.47,9.1,0.88,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
Jharkhand,Ranchi,2023,Sep-2023,8.9,0.3,8.4,0.24,,2023,"Calendar Year (Jan - Dec), 2023",202309,"September, 2023"
